Zombeavers,tt2784512,77,English,USA,20 Mar 2015,release_countrytt2784512,budget,Comedy| Horror,2014,12999,Jordan Rubin,24306,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Freestyle Releasing,5
Isolation,tt4287348,86,English,USA,31 Oct 2015,release_countrytt4287348,budget,Action| Thriller,2015,478,Shane Dax Taylor,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Baseball Chronicles,tt2303278,60,English,USA,N/A,release_countrytt2303278,budget,Documentary,2010,11,Marino Amoruso,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Graveyard Shift,tt0099697,89,English,USA| Japan,26 Oct 1990,release_countrytt0099697,budget,Horror,1990,7650,Ralph S. Singleton,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Paramount Home Video,5
Rupture,tt4578118,102,English,Canada| USA,28 Apr 2017,release_countrytt4578118,budget,Horror| Sci-Fi| Thriller,2016,3128,Steven Shainberg,258,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,AMBI Media Group,5
The Living Witness,tt0276290,112,English,USA,11 Aug 1999,release_countrytt0276290,budget,Action| Drama| Thriller,1999,44,N/A,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Fatigue,tt0475267,90,English,UK,29 Aug 2005,release_countrytt0475267,budget,Thriller,2005,69,Michael Blackwood Barnes,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Blues Brothers 2000,tt0118747,123,English| Russian,USA,06 Feb 1998,release_countrytt0118747,budget,Action| Comedy| Crime,1998,27517,John Landis,9533,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Universal Pictures,5
Fans Anonymous,tt1200790,90,English,USA,05 Apr 2008,release_countrytt1200790,budget,Comedy| Drama| Family,2008,16,Sean Guess,324,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Awakening the Zodiac,tt6294892,100,English,Canada,09 Jun 2017,release_countrytt6294892,budget,Crime| Drama| Mystery,2017,732,Jonathan Wright,525,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Bunk 11 Pictures,5
Lay the Favorite,tt1132449,94,English| Spanish,USA| UK| France,22 Jun 2012,release_countrytt1132449,budget,Comedy| Drama| Romance,2012,9410,Stephen Frears,3162,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Weinstein Co.,5
inter.m@tes,tt0410945,94,English| Filipino| Tagalog,Philippines,07 Jun 2004,release_countrytt0410945,budget,Drama,2004,17,Hamilton McLeod,45,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Big Bear,tt4986754,88,English,USA,22 Sep 2017,release_countrytt4986754,budget,Comedy,2017,350,Joey Kern,891,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Blue Fox Entertainment,5
Bewitched,tt0374536,102,English| Spanish,USA,24 Jun 2005,release_countrytt0374536,budget,Comedy| Fantasy| Romance,2005,61497,Nora Ephron,30741,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Columbia Pictures,5
Suburbicon,tt0491175,104,English,USA| UK,27 Oct 2017,release_countrytt0491175,budget,Crime| Drama| Mystery,2017,503,George Clooney,861843,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Evan & Hunter,tt3593540,122,English,USA,11 Oct 2014,release_countrytt3593540,budget,Comedy,2014,8,Donnie O*Connor| Geronimo Morales,1746,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Project: Assassin,tt0178848,89,English,UK,01 Aug 1997,release_countrytt0178848,budget,Thriller,1997,41,Robin Hill| Andy Hurst,13943,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
The Stalking Hand,tt0475401,90,English,USA,15 Nov 2005,release_countrytt0475401,budget,Horror,2005,8,Lou Vockell,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,4
Fun Mom Dinner,tt5829040,81,English,USA,04 Aug 2017,release_countrytt5829040,budget,Comedy,2017,1027,Alethea Jones,234,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Voltage Pictures,5
Wasaga,tt0114895,90,English,Canada,N/A,release_countrytt0114895,budget,N/A,1995,9,Judith Doyle,30,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Approaching the Unknown,tt2674430,90,English,USA,03 Jun 2016,release_countrytt2674430,budget,Drama| Sci-Fi| Thriller,2016,5271,Mark Elijah Rosenberg,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,3311 Productions,5
Savage Dog,tt5851014,94,English,USA,04 Aug 2017,release_countrytt5851014,budget,Action| Drama,2017,1164,Jesse V. Johnson,465,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Bleiberg Entertainment,5
Crossing the Enemy: The Identity Crisis,tt2214929,107,English,USA,N/A,release_countrytt2214929,budget,Action,2012,6,Brian Eip| Tabatha A Tower,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Crossing the Enemy: The Identity Crisis,tt6659238,107,English,USA,N/A,release_countrytt6659238,budget,Action,2012,6,Brian Eip| Tabatha A Tower,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Pet Sematary II,tt0105128,100,English,USA,28 Aug 1992,release_countrytt0105128,budget,Fantasy| Horror,1992,14649,Mary Lambert,181704,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Paramount Home Video,5
Take the 10,tt5792472,80,English,USA,20 Jan 2017,release_countrytt5792472,budget,Comedy,2017,1498,Chester Tam,3677,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Netflix,5
Burning Bodhi,tt3770426,93,English,USA,11 Mar 2016,release_countrytt3770426,budget,Drama,2015,306,Matthew McDuffie,2548,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Tekken,tt0411951,92,Mandarin| Japanese| English,Japan| USA,20 Mar 2010,release_countrytt0411951,budget,Action| Crime| Drama,2010,23563,Dwight H. Little,189,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Crystal Sky Pictures,5
In the Army Now,tt0110123,91,English,USA,12 Aug 1994,release_countrytt0110123,budget,Comedy| War,1994,10613,Daniel Petrie Jr.,22,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Buena Vista,5
Underdog,tt0467110,84,English,USA,03 Aug 2007,release_countrytt0467110,budget,Action| Adventure| Comedy,2007,16749,Frederik Du Chau,21,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Buena Vista,5
Animal,tt2996684,86,English,USA,01 Feb 2015,release_countrytt2996684,budget,Action| Adventure| Horror,2014,5245,Brett Simmons,411,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Universal Pictures,5
Who Gets the Dog?,tt1949605,95,English,USA,13 Sep 2016,release_countrytt1949605,budget,Comedy,2016,695,Huck Botko,0,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,2DS Productions,5
At the Devil*s Door,tt2597242,91,English,USA,08 Aug 2014,release_countrytt2597242,budget,Horror,2014,5876,Nicholas McCarthy,9780,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,IFC Films,5
Beethoven*s 2nd,tt0106375,89,English,USA,17 Dec 1993,release_countrytt0106375,budget,Comedy| Family| Romance,1993,21013,Rod Daniel,1014,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,MCA Universal Home Video,5
Cool World,tt0104009,102,English,USA,10 Jul 1992,release_countrytt0104009,budget,Animation| Comedy| Fantasy,1992,17785,Ralph Bakshi,105786,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Paramount Home Video,5
Starve,tt3350890,98,English,USA,03 Oct 2014,release_countrytt3350890,budget,Horror| Thriller,2014,664,Griff Furst,1211,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Shoreline Entertainment,5
A Few Less Men,tt3784652,92,English,Australia,09 Mar 2017,release_countrytt3784652,budget,Comedy,2017,564,Mark Lamprell,199,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
See No Evil 2,tt3106120,90,English,USA,21 Oct 2014,release_countrytt3106120,budget,Horror,2014,4530,Jen Soska| Sylvia Soska,79,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Lionsgate Films,5
All Roads Lead to Rome,tt4119278,90,English| Italian,Italy| Spain| USA| UK| Sweden,05 Feb 2016,release_countrytt4119278,budget,Comedy| Romance,2015,3221,Ella Lemhagen,305,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Ritual,tt0250698,99,English,USA,02 May 2006,release_countrytt0250698,budget,Horror,2002,1278,Avi Nesher,281,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Miramax Films,5
Wild Horses,tt4442130,100,English,USA,05 Jun 2015,release_countrytt4442130,budget,Crime| Drama,2015,2413,Robert Duvall,214443,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Eone Films,5
Barely Legal,tt0302297,90,English,Germany| USA,25 May 2006,release_countrytt0302297,budget,Comedy,2003,5521,David Mickey Evans,2187,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Sony Pictures Entertainment,5
Dead Rising: Endgame,tt5481404,96,English,USA,20 Jun 2016,release_countrytt5481404,budget,Action| Horror| Sci-Fi,2016,1833,Pat Williams,110007,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Legendary Entertainment,5
Tarzan,tt1705952,94,English,Germany| USA,20 Feb 2014,release_countrytt1705952,budget,Animation| Adventure| Drama,2013,11091,Reinhard Klooss,10,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Shangri-La Suite,tt3014078,90,English,USA,28 Oct 2016,release_countrytt3014078,budget,Crime| Drama| Romance,2016,380,Eddie O*Keefe,182,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Maya Sigel,5
Van Wilder 2: The Rise of Taj,tt0480271,97,English,USA,01 Dec 2006,release_countrytt0480271,budget,Comedy| Romance,2006,20223,Mort Nathan,40,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,MGM,5
Flight 7500,tt1975159,97,English| Japanese,Japan| USA,12 Apr 2016,release_countrytt1975159,budget,Horror| Mystery| Sci-Fi,2014,12576,Takashi Shimizu,2711,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Pinema,5
Anatomy of a Love Seen,tt3546114,80,English,USA,18 Jul 2014,release_countrytt3546114,budget,Drama| Romance,2014,1860,Marina Rice Bader,7,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
A Kid in King Arthur*s Court,tt0113538,89,English,USA| Hungary| UK,11 Aug 1995,release_countrytt0113538,budget,Adventure| Comedy| Family,1995,4920,Michael Gottlieb,2314,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Buena Vista Pictures,5
The Walking Dead,tt0114888,88,English,USA,24 Feb 1995,release_countrytt0114888,budget,Drama| War,1995,657,Preston A. Whitmore II,134,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,HBO Video,5
Death Wish V: The Face of Death,tt0109578,95,English,USA| Canada,14 Jan 1994,release_countrytt0109578,budget,Action| Crime| Drama,1994,5347,Allan A. Goldstein,3,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
A Teacher,tt2201548,75,English,USA,06 Sep 2013,release_countrytt2201548,budget,Drama| Romance,2013,3616,Hannah Fidell,35,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Oscilloscope Laboratories,5
Hell Baby,tt2318527,98,English,USA,01 Mar 2014,release_countrytt2318527,budget,Comedy| Horror,2013,7928,Robert Ben Garant| Thomas Lennon,5506193,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Millenium Entertainment,5
Coin Heist,tt5740806,97,English,USA,06 Jan 2017,release_countrytt5740806,budget,Action| Crime| Drama,2017,1440,Emily Hagins,857,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Adaptive Studios,5
Chalk It Up,tt3951732,90,English,USA,13 Sep 2016,release_countrytt3951732,budget,Comedy,2016,741,Hisonni Johnson,19,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Night of the Demons,tt1268809,93,English| Russian,USA,26 May 2011,release_countrytt1268809,budget,Action| Comedy| Horror,2009,6230,Adam Gierasch,1,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Entertainment One,5
About Cherry,tt1945062,98,English,USA,09 Aug 2012,release_countrytt1945062,budget,Drama,2012,8591,Stephen Elliott,7320,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,IFC Films,5
Aftershock,tt1780762,89,Spanish| English,USA| Chile,12 Jun 2014,release_countrytt1780762,budget,Action| Adventure| Horror,2012,9326,Nicolás López,18238,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,The Weinstein Company,5
Megan Is Missing,tt1087461,85,English,USA,01 May 2011,release_countrytt1087461,budget,Drama| Horror| Thriller,2011,6868,Michael Goi,80406,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,STARZ MEDIA LLC.,5
The Anomaly,tt2962726,97,English,UK,04 Jul 2014,release_countrytt2962726,budget,Action| Sci-Fi| Thriller,2014,6325,Noel Clarke,142794,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Girls Against Boys,tt2036376,93,English,USA,01 Feb 2013,release_countrytt2036376,budget,Drama| Horror| Thriller,2012,2942,Austin Chick,23984,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Anchor Bay Films,5
Iceman,tt2557256,104,Cantonese| English| Hindi| Mandarin,China| Hong Kong,19 Sep 2014,release_countrytt2557256,budget,Action| Comedy| History,2014,2450,Wing-Cheong Law,269,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Well Go USA,5
Little Monsters,tt2189714,107,English,USA,01 May 2013,release_countrytt2189714,budget,Crime| Drama| Horror,2012,155,David Schmoeller,51,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,VCI Entertainment,5
Deadly Virtues: Love.Honour.Obey.,tt2824852,87,English,UK| Netherlands,28 Sep 2015,release_countrytt2824852,budget,Drama| Thriller,2014,887,Ate de Jong,173,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
The Truth About Charlie,tt0270707,104,English| French| Arabic,Germany| USA,25 Oct 2002,release_countrytt0270707,budget,Mystery| Thriller,2002,8903,Jonathan Demme,5108,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Universal Pictures,5
Repossessed,tt0100475,80,English,USA,14 Sep 1990,release_countrytt0100475,budget,Comedy| Fantasy| Horror,1990,6859,Bob Logan,42871,null,8530,null,8530,null,8530,null,8530,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Live Home Video,5
