movie_title,imdb_id,duration,language,country,release_date,release_country,budget,genres,title_year,num_voted_users,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,actor_4_name,actor_4_facebook_likes,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,production,imdb_score
Vigilantes,tt0840026,100,English,USA,29 Jul 2006,release_countrytt0840026,budget,Action| Comedy| Drama,2006,58,Trevor L. Smith,200,null,8530,null,8530,null,8530,null,8530,189732,1033,45,N/A,5
Mother India,tt2071530,63,English,Italy| India,07 Mar 2012,release_countrytt2071530,budget,Documentary| Family,2011,10,Raffaele Brunetti,0,null,8530,null,8530,null,8530,null,8530,14823,31,2,N/A,5
A Get2Gether,tt0493129,98,English,USA,28 Sep 2005,release_countrytt0493129,budget,Comedy,2005,24,Ceon Forte,0,null,8530,null,8530,null,8530,null,8530,0,0,0,UrbanWorks Entertainment,5
Tolla is Tops,tt2145732,90,Afrikaans| English,South Africa,28 Dec 1990,release_countrytt2145732,budget,Comedy,1990,10,Elmo de Witt,1,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,4
The Lights,tt6268196,70,English,Australia,08 Feb 2016,release_countrytt6268196,budget,Horror,2016,6,Christopher Krupa| Sam Kinlyside,0,null,8530,null,8530,null,8530,null,8530,2378591,17349,231,N/A,5
19 Revolutions,tt0407485,94,Hindi| Telugu| Urdu| English,India,06 Nov 2004,release_countrytt0407485,budget,Drama,2004,15,Sridhar Reddy,61731,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
Rulers and Dealers,tt0864880,93,English,UK,14 Sep 2006,release_countrytt0864880,budget,Drama,2006,10,Stephen Lloyd Jackson,0,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
Barstool Cowboy,tt1316032,90,English,USA,01 Jan 2009,release_countrytt1316032,budget,Drama,2009,43,Mark Thimijan,0,null,8530,null,8530,null,8530,null,8530,9709,13,1,N/A,5
Exploitation,tt04225110,83,English,UK,01 Jul 2008,release_countrytt3530838,budget,Drama,2008,10,Jason Impey| Kemal Yildirim,505,null,8530,null,8530,null,8530,null,8530,85306,236,8,N/A,4
Jack-the Last Victim,tt0422511,83,English,UK,N/A,release_countrytt0422511,budget,Crime| Horror| Musical,2005,13,Phil Peel,1284,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
Revolution of Everyday Life,tt1791587,76,English,USA,N/A,release_countrytt1791587,budget,Drama,2010,6,Marc Lafia,11,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
The Last Flesh & Blood Show,tt2375637,125,English,USA,26 Jan 2012,release_countrytt2375637,budget,Horror,2012,7,Scout Tafoya,0,null,8530,null,8530,null,8530,null,8530,178,1,0,N/A,4
The Love Lesson,tt0113702,87,English,USA,N/A,release_countrytt0113702,budget,Drama,1995,20,Sharon Greytak,0,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
Why Elvis?,tt0202105,76,English,USA,N/A,release_countrytt0202105,budget,Documentary| Music,1994,21,David Leonard,2724,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
Kosova: Desperate Search,tt0816086,92,Albanian| English,Germany,23 Apr 2006,release_countrytt0816086,budget,Drama| War,2006,49,Sunaj Raca,1,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
Dial D for Demons,tt0296229,87,Cantonese| English,Hong Kong,18 Mar 2000,release_countrytt0296229,budget,Horror,2000,55,Hin Sing *Billy* Tang,1,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
Steve-O: Gross Misconduct Uncensored,tt2033386,181,English,USA,31 May 2005,release_countrytt2033386,budget,Comedy,2005,16,N/A,0,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
The Torment of Laurie Ann Cullom,tt3869588,71,English,USA,30 Oct 2014,release_countrytt3869588,budget,Horror| Thriller,2014,46,Mark Dossett,0,null,8530,null,8530,null,8530,null,8530,51,0,0,N/A,5
Speedy Boys,tt0194395,75,English| Italian,USA,23 Apr 1999,release_countrytt0194395,budget,N/A,1999,43,James Herbert,44004,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
Harbinger,tt0116487,90,English,USA,N/A,release_countrytt0116487,budget,Action,1996,7,James Cummins,1297,null,8530,null,8530,null,8530,null,8530,1022584,12592,101,N/A,5
WWE: The History of WrestleMania I-IX,tt2140651,120,English,USA,14 Sep 2004,release_countrytt2140651,budget,Sport,2004,25,N/A,0,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
Enemy,tt0116202,88,English,USA,31 Mar 1998,release_countrytt0116202,budget,Action| Drama,1998,17,Bruce Pattison,0,null,8530,null,8530,null,8530,null,8530,7477565,13104,662,N/A,5
Running for Jim,tt2434960,78,English,USA,25 Aug 2013,release_countrytt2434960,budget,Documentary| Biography| Drama,2013,9,Robin Hauser| Dan Noyes,140038,null,8530,null,8530,null,8530,null,8530,1995,3,0,Passion River Films,5
Death Force,tt1542621,82,English,USA,29 Aug 2009,release_countrytt1542621,budget,Sci-Fi,2009,35,Rick Laprade,0,null,8530,null,8530,null,8530,null,8530,14836,6,4,N/A,5
Unforgiven Sins,tt1067930,110,English,USA,N/A,release_countrytt1067930,budget,Thriller,2006,13,Perla Faye Humphrey,0,null,8530,null,8530,null,8530,null,8530,170,0,0,N/A,5
Bottom,tt0395478,89,English,USA,14 Feb 2004,release_countrytt0395478,budget,Drama,2004,30,Jelese| Joseph L. Stovall,17,null,8530,null,8530,null,8530,null,8530,375518,925,76,Maverick Entertainment,5
Flow,tt0210685,80,English,Canada| USA,N/A,release_countrytt0210685,budget,Drama,1996,33,Quentin Lee,160,null,8530,null,8530,null,8530,null,8530,152011,2244,1431,N/A,5
Valkaama,tt1669706,93,English,Germany,N/A,release_countrytt1669706,budget,Drama,2010,10,Tim Baumann,206,null,8530,null,8530,null,8530,null,8530,9599,15,1,N/A,5
Rules of Single Life,tt1433819,75,Finnish| Bulgarian| English,Finland| Bulgaria| Norway,01 Apr 2011,release_countrytt1433819,budget,Documentary,2011,139,Tonislav Hristov,214,null,8530,null,8530,null,8530,null,8530,2917,3,0,N/A,5
Wobble: The Weight of the Truth,tt1289448,104,English,USA,20 Jun 2008,release_countrytt1289448,budget,Comedy,2008,19,Chris Kowalczyk| Winston Reuning,146,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
Soho Square,tt0416231,90,English,UK,N/A,release_countrytt0416231,budget,Thriller| Drama,2000,132,Jamie Rafn,0,null,8530,null,8530,null,8530,null,8530,84,5,0,Sundance Channel Home Entertainment,5
Bad for Business,tt1341321,68,English,USA,07 Dec 2007,release_countrytt1341321,budget,Comedy,2007,34,Jeff P. Rodia,0,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
You Snooze You Lose,tt0217897,91,English,USA,N/A,release_countrytt0217897,budget,Comedy,1995,9,Jonathan Liebert,83,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
Not a Lovestory,tt0756696,115,English| German,Germany,N/A,release_countrytt0756696,budget,Romance| Thriller,2004,14,Aaron Allred,1,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
The Only Hotel,tt0352670,93,English,UK,N/A,release_countrytt0352670,budget,Drama| Thriller,2003,18,Stuart Collinge,0,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
Turkey Day,tt2151891,106,English,USA,N/A,release_countrytt2151891,budget,Comedy| Romance,2011,21,James Christopher,3754,null,8530,null,8530,null,8530,null,8530,5870,44,0,N/A,5
Ghost Stories: Unmasking the Dead,tt1247659,74,English,USA,24 Oct 2008,release_countrytt1247659,budget,Horror,2008,26,Dan T. Hall,62,null,8530,null,8530,null,8530,null,8530,0,0,0,Vizmo Films,5
God*s Not Dead,tt2528814,113,English,USA,21 Mar 2014,release_countrytt2528814,budget,Drama,2014,34744,Harold Cronk,378,null,8530,null,8530,null,8530,null,8530,3063119,19357,17484,Pure Flix Entertainment,5
The Man Who Knew Bush,tt0420758,75,English,USA,N/A,release_countrytt0420758,budget,Documentary,2004,12,Marc Berlin,2259,null,8530,null,8530,null,8530,null,8530,0,0,0,Black Sheep Films LLC,5
The Prey,tt1018824,70,English,USA,12 Nov 2008,release_countrytt1018824,budget,Action| Thriller,2008,13,Franklin Correa,2166,null,8530,null,8530,null,8530,null,8530,106645,147,13,N/A,4
The Wilde Wedding,tt5066056,95,English,USA,15 Sep 2017,release_countrytt5066056,budget,Comedy,2017,135,Damian Harris,1249,null,8530,null,8530,null,8530,null,8530,2066661,3153,659,Vertical Entertainment,5
Zombeavers,tt2784512,77,English,USA,20 Mar 2015,release_countrytt2784512,budget,Comedy| Horror,2014,12999,Jordan Rubin,24306,null,8530,null,8530,null,8530,null,8530,769539,3103,804,Freestyle Releasing,5
Isolation,tt4287348,86,English,USA,31 Oct 2015,release_countrytt4287348,budget,Action| Thriller,2015,478,Shane Dax Taylor,0,null,8530,null,8530,null,8530,null,8530,1143944,5680,121,N/A,5
Baseball Chronicles,tt2303278,60,English,USA,N/A,release_countrytt2303278,budget,Documentary,2010,11,Marino Amoruso,0,null,8530,null,8530,null,8530,null,8530,44,0,0,N/A,5
Graveyard Shift,tt0099697,89,English,USA| Japan,26 Oct 1990,release_countrytt0099697,budget,Horror,1990,7650,Ralph S. Singleton,0,null,8530,null,8530,null,8530,null,8530,152258,204,10,Paramount Home Video,5
Rupture,tt4578118,102,English,Canada| USA,28 Apr 2017,release_countrytt4578118,budget,Horror| Sci-Fi| Thriller,2016,3128,Steven Shainberg,258,null,8530,null,8530,null,8530,null,8530,601051,1872,233,AMBI Media Group,5
The Living Witness,tt0276290,112,English,USA,11 Aug 1999,release_countrytt0276290,budget,Action| Drama| Thriller,1999,44,N/A,0,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
Fatigue,tt0475267,90,English,UK,29 Aug 2005,release_countrytt0475267,budget,Thriller,2005,69,Michael Blackwood Barnes,0,null,8530,null,8530,null,8530,null,8530,2022,67,83,N/A,5
Blues Brothers 2000,tt0118747,123,English| Russian,USA,06 Feb 1998,release_countrytt0118747,budget,Action| Comedy| Crime,1998,27517,John Landis,9533,null,8530,null,8530,null,8530,null,8530,390868,641,57,Universal Pictures,5
Fans Anonymous,tt1200790,90,English,USA,05 Apr 2008,release_countrytt1200790,budget,Comedy| Drama| Family,2008,16,Sean Guess,324,null,8530,null,8530,null,8530,null,8530,2855,6,0,N/A,5
Awakening the Zodiac,tt6294892,100,English,Canada,09 Jun 2017,release_countrytt6294892,budget,Crime| Drama| Mystery,2017,732,Jonathan Wright,525,null,8530,null,8530,null,8530,null,8530,610926,1280,135,Bunk 11 Pictures,5
Lay the Favorite,tt1132449,94,English| Spanish,USA| UK| France,22 Jun 2012,release_countrytt1132449,budget,Comedy| Drama| Romance,2012,9410,Stephen Frears,3162,null,8530,null,8530,null,8530,null,8530,128118,37,22,Weinstein Co.,5
inter.m@tes,tt0410945,94,English| Filipino| Tagalog,Philippines,07 Jun 2004,release_countrytt0410945,budget,Drama,2004,17,Hamilton McLeod,45,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
Big Bear,tt4986754,88,English,USA,22 Sep 2017,release_countrytt4986754,budget,Comedy,2017,350,Joey Kern,891,null,8530,null,8530,null,8530,null,8530,136288,125,22,Blue Fox Entertainment,5
Bewitched,tt0374536,102,English| Spanish,USA,24 Jun 2005,release_countrytt0374536,budget,Comedy| Fantasy| Romance,2005,61497,Nora Ephron,30741,null,8530,null,8530,null,8530,null,8530,137318,147,16,Columbia Pictures,5
Suburbicon,tt0491175,104,English,USA| UK,27 Oct 2017,release_countrytt0491175,budget,Crime| Drama| Mystery,2017,503,George Clooney,861843,null,8530,null,8530,null,8530,null,8530,3250659,16874,1092,N/A,5
Evan & Hunter,tt3593540,122,English,USA,11 Oct 2014,release_countrytt3593540,budget,Comedy,2014,8,Donnie O*Connor| Geronimo Morales,1746,null,8530,null,8530,null,8530,null,8530,1467,10,4,N/A,5
Project: Assassin,tt0178848,89,English,UK,01 Aug 1997,release_countrytt0178848,budget,Thriller,1997,41,Robin Hill| Andy Hurst,13943,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
The Stalking Hand,tt0475401,90,English,USA,15 Nov 2005,release_countrytt0475401,budget,Horror,2005,8,Lou Vockell,0,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,4
Fun Mom Dinner,tt5829040,81,English,USA,04 Aug 2017,release_countrytt5829040,budget,Comedy,2017,1027,Alethea Jones,234,null,8530,null,8530,null,8530,null,8530,1416251,3173,1285,Voltage Pictures,5
Wasaga,tt0114895,90,English,Canada,N/A,release_countrytt0114895,budget,N/A,1995,9,Judith Doyle,30,null,8530,null,8530,null,8530,null,8530,3431,93,6,N/A,5
Approaching the Unknown,tt2674430,90,English,USA,03 Jun 2016,release_countrytt2674430,budget,Drama| Sci-Fi| Thriller,2016,5271,Mark Elijah Rosenberg,0,null,8530,null,8530,null,8530,null,8530,4286265,13556,864,3311 Productions,5
Savage Dog,tt5851014,94,English,USA,04 Aug 2017,release_countrytt5851014,budget,Action| Drama,2017,1164,Jesse V. Johnson,465,null,8530,null,8530,null,8530,null,8530,494785,910,114,Bleiberg Entertainment,5
Crossing the Enemy: The Identity Crisis,tt2214929,107,English,USA,N/A,release_countrytt2214929,budget,Action,2012,6,Brian Eip| Tabatha A Tower,0,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
Crossing the Enemy: The Identity Crisis,tt6659238,107,English,USA,N/A,release_countrytt6659238,budget,Action,2012,6,Brian Eip| Tabatha A Tower,0,null,8530,null,8530,null,8530,null,8530,0,0,0,N/A,5
Pet Sematary II,tt0105128,100,English,USA,28 Aug 1992,release_countrytt0105128,budget,Fantasy| Horror,1992,14649,Mary Lambert,181704,null,8530,null,8530,null,8530,null,8530,280161,356,23,Paramount Home Video,5
Take the 10,tt5792472,80,English,USA,20 Jan 2017,release_countrytt5792472,budget,Comedy,2017,1498,Chester Tam,3677,null,8530,null,8530,null,8530,null,8530,722934,3617,350,Netflix,5
Burning Bodhi,tt3770426,93,English,USA,11 Mar 2016,release_countrytt3770426,budget,Drama,2015,306,Matthew McDuffie,2548,null,8530,null,8530,null,8530,null,8530,97149,445,41,N/A,5
Tekken,tt0411951,92,Mandarin| Japanese| English,Japan| USA,20 Mar 2010,release_countrytt0411951,budget,Action| Crime| Drama,2010,23563,Dwight H. Little,189,null,8530,null,8530,null,8530,null,8530,1349812,7740,253,Crystal Sky Pictures,5
In the Army Now,tt0110123,91,English,USA,12 Aug 1994,release_countrytt0110123,budget,Comedy| War,1994,10613,Daniel Petrie Jr.,22,null,8530,null,8530,null,8530,null,8530,51687,120,8,Buena Vista,5
Underdog,tt0467110,84,English,USA,03 Aug 2007,release_countrytt0467110,budget,Action| Adventure| Comedy,2007,16749,Frederik Du Chau,21,null,8530,null,8530,null,8530,null,8530,1719406,7435,854,Buena Vista,5
Animal,tt2996684,86,English,USA,01 Feb 2015,release_countrytt2996684,budget,Action| Adventure| Horror,2014,5245,Brett Simmons,411,null,8530,null,8530,null,8530,null,8530,2110104,29213,855,Universal Pictures,5
Who Gets the Dog?,tt1949605,95,English,USA,13 Sep 2016,release_countrytt1949605,budget,Comedy,2016,695,Huck Botko,0,null,8530,null,8530,null,8530,null,8530,0,0,0,2DS Productions,5
At the Devil*s Door,tt2597242,91,English,USA,08 Aug 2014,release_countrytt2597242,budget,Horror,2014,5876,Nicholas McCarthy,9780,null,8530,null,8530,null,8530,null,8530,340,5,0,IFC Films,5
Beethoven*s 2nd,tt0106375,89,English,USA,17 Dec 1993,release_countrytt0106375,budget,Comedy| Family| Romance,1993,21013,Rod Daniel,1014,null,8530,null,8530,null,8530,null,8530,329947,486,49,MCA Universal Home Video,5
Cool World,tt0104009,102,English,USA,10 Jul 1992,release_countrytt0104009,budget,Animation| Comedy| Fantasy,1992,17785,Ralph Bakshi,105786,null,8530,null,8530,null,8530,null,8530,217575,768,34,Paramount Home Video,5
Starve,tt3350890,98,English,USA,03 Oct 2014,release_countrytt3350890,budget,Horror| Thriller,2014,664,Griff Furst,1211,null,8530,null,8530,null,8530,null,8530,933446,33739,1089,Shoreline Entertainment,5
A Few Less Men,tt3784652,92,English,Australia,09 Mar 2017,release_countrytt3784652,budget,Comedy,2017,564,Mark Lamprell,199,null,8530,null,8530,null,8530,null,8530,38445,84,12,N/A,5
See No Evil 2,tt3106120,90,English,USA,21 Oct 2014,release_countrytt3106120,budget,Horror,2014,4530,Jen Soska| Sylvia Soska,79,null,8530,null,8530,null,8530,null,8530,1659186,5748,316,Lionsgate Films,5
All Roads Lead to Rome,tt4119278,90,English| Italian,Italy| Spain| USA| UK| Sweden,05 Feb 2016,release_countrytt4119278,budget,Comedy| Romance,2015,3221,Ella Lemhagen,305,null,8530,null,8530,null,8530,null,8530,273563,278,25,N/A,5
Ritual,tt0250698,99,English,USA,02 May 2006,release_countrytt0250698,budget,Horror,2002,1278,Avi Nesher,281,null,8530,null,8530,null,8530,null,8530,439525,2897,119,Miramax Films,5
Wild Horses,tt4442130,100,English,USA,05 Jun 2015,release_countrytt4442130,budget,Crime| Drama,2015,2413,Robert Duvall,214443,null,8530,null,8530,null,8530,null,8530,1013699,1260,171,Eone Films,5
Barely Legal,tt0302297,90,English,Germany| USA,25 May 2006,release_countrytt0302297,budget,Comedy,2003,5521,David Mickey Evans,2187,null,8530,null,8530,null,8530,null,8530,24799,17,10,Sony Pictures Entertainment,5
Dead Rising: Endgame,tt5481404,96,English,USA,20 Jun 2016,release_countrytt5481404,budget,Action| Horror| Sci-Fi,2016,1833,Pat Williams,110007,null,8530,null,8530,null,8530,null,8530,29262,302,32,Legendary Entertainment,5
Tarzan,tt1705952,94,English,Germany| USA,20 Feb 2014,release_countrytt1705952,budget,Animation| Adventure| Drama,2013,11091,Reinhard Klooss,10,null,8530,null,8530,null,8530,null,8530,32527933,123861,6739,N/A,5
Shangri-La Suite,tt3014078,90,English,USA,28 Oct 2016,release_countrytt3014078,budget,Crime| Drama| Romance,2016,380,Eddie O*Keefe,182,null,8530,null,8530,null,8530,null,8530,80,0,0,Maya Sigel,5
Van Wilder 2: The Rise of Taj,tt0480271,97,English,USA,01 Dec 2006,release_countrytt0480271,budget,Comedy| Romance,2006,20223,Mort Nathan,40,null,8530,null,8530,null,8530,null,8530,528298,336,37,MGM,5
Flight 7500,tt1975159,97,English| Japanese,Japan| USA,12 Apr 2016,release_countrytt1975159,budget,Horror| Mystery| Sci-Fi,2014,12576,Takashi Shimizu,2711,null,8530,null,8530,null,8530,null,8530,9148,4,5,Pinema,5
Anatomy of a Love Seen,tt3546114,80,English,USA,18 Jul 2014,release_countrytt3546114,budget,Drama| Romance,2014,1860,Marina Rice Bader,7,null,8530,null,8530,null,8530,null,8530,3889938,3263,1010,N/A,5
A Kid in King Arthur*s Court,tt0113538,89,English,USA| Hungary| UK,11 Aug 1995,release_countrytt0113538,budget,Adventure| Comedy| Family,1995,4920,Michael Gottlieb,2314,null,8530,null,8530,null,8530,null,8530,0,0,0,Buena Vista Pictures,5
The Walking Dead,tt0114888,88,English,USA,24 Feb 1995,release_countrytt0114888,budget,Drama| War,1995,657,Preston A. Whitmore II,134,null,8530,null,8530,null,8530,null,8530,21225741,68466,3424,HBO Video,5
Death Wish V: The Face of Death,tt0109578,95,English,USA| Canada,14 Jan 1994,release_countrytt0109578,budget,Action| Crime| Drama,1994,5347,Allan A. Goldstein,3,null,8530,null,8530,null,8530,null,8530,75614,143,9,N/A,5
A Teacher,tt2201548,75,English,USA,06 Sep 2013,release_countrytt2201548,budget,Drama| Romance,2013,3616,Hannah Fidell,35,null,8530,null,8530,null,8530,null,8530,1979443,1177,262,Oscilloscope Laboratories,5
Hell Baby,tt2318527,98,English,USA,01 Mar 2014,release_countrytt2318527,budget,Comedy| Horror,2013,7928,Robert Ben Garant| Thomas Lennon,5506193,null,8530,null,8530,null,8530,null,8530,2291398,4540,739,Millenium Entertainment,5
Coin Heist,tt5740806,97,English,USA,06 Jan 2017,release_countrytt5740806,budget,Action| Crime| Drama,2017,1440,Emily Hagins,857,null,8530,null,8530,null,8530,null,8530,3370154,30693,1250,Adaptive Studios,5
Chalk It Up,tt3951732,90,English,USA,13 Sep 2016,release_countrytt3951732,budget,Comedy,2016,741,Hisonni Johnson,19,null,8530,null,8530,null,8530,null,8530,97489,136,8,N/A,5
Night of the Demons,tt1268809,93,English| Russian,USA,26 May 2011,release_countrytt1268809,budget,Action| Comedy| Horror,2009,6230,Adam Gierasch,1,null,8530,null,8530,null,8530,null,8530,44393,153,3,Entertainment One,5
About Cherry,tt1945062,98,English,USA,09 Aug 2012,release_countrytt1945062,budget,Drama,2012,8591,Stephen Elliott,7320,null,8530,null,8530,null,8530,null,8530,50302,58,4,IFC Films,5
Aftershock,tt1780762,89,Spanish| English,USA| Chile,12 Jun 2014,release_countrytt1780762,budget,Action| Adventure| Horror,2012,9326,Nicolás López,18238,null,8530,null,8530,null,8530,null,8530,571082,1266,577,The Weinstein Company,5
Megan Is Missing,tt1087461,85,English,USA,01 May 2011,release_countrytt1087461,budget,Drama| Horror| Thriller,2011,6868,Michael Goi,80406,null,8530,null,8530,null,8530,null,8530,437589,207,119,STARZ MEDIA LLC.,5
The Anomaly,tt2962726,97,English,UK,04 Jul 2014,release_countrytt2962726,budget,Action| Sci-Fi| Thriller,2014,6325,Noel Clarke,142794,null,8530,null,8530,null,8530,null,8530,1200644,2828,256,N/A,5
Girls Against Boys,tt2036376,93,English,USA,01 Feb 2013,release_countrytt2036376,budget,Drama| Horror| Thriller,2012,2942,Austin Chick,23984,null,8530,null,8530,null,8530,null,8530,2445157,7997,1705,Anchor Bay Films,5
Iceman,tt2557256,104,Cantonese| English| Hindi| Mandarin,China| Hong Kong,19 Sep 2014,release_countrytt2557256,budget,Action| Comedy| History,2014,2450,Wing-Cheong Law,269,null,8530,null,8530,null,8530,null,8530,1645555,3197,142,Well Go USA,5
Little Monsters,tt2189714,107,English,USA,01 May 2013,release_countrytt2189714,budget,Crime| Drama| Horror,2012,155,David Schmoeller,51,null,8530,null,8530,null,8530,null,8530,179547,400,29,VCI Entertainment,5
Deadly Virtues: Love.Honour.Obey.,tt2824852,87,English,UK| Netherlands,28 Sep 2015,release_countrytt2824852,budget,Drama| Thriller,2014,887,Ate de Jong,173,null,8530,null,8530,null,8530,null,8530,501116,172,57,N/A,5
The Truth About Charlie,tt0270707,104,English| French| Arabic,Germany| USA,25 Oct 2002,release_countrytt0270707,budget,Mystery| Thriller,2002,8903,Jonathan Demme,5108,null,8530,null,8530,null,8530,null,8530,37439,0,0,Universal Pictures,5
Repossessed,tt0100475,80,English,USA,14 Sep 1990,release_countrytt0100475,budget,Comedy| Fantasy| Horror,1990,6859,Bob Logan,42871,null,8530,null,8530,null,8530,null,8530,205295,366,23,Live Home Video,5
Ice Cream Man,tt0113376,84,English,USA,09 May 1995,release_countrytt0113376,budget,Comedy| Horror| Thriller,1995,1910,Paul Norman,338,null,8530,null,8530,null,8530,null,8530,160618,865,41,N/A,5
Garm Wars: The Last Druid,tt2504640,102,English,Canada| Japan,02 Oct 2015,release_countrytt2504640,budget,Action| Sci-Fi| Thriller,2014,976,Mamoru Oshii,7402,null,8530,null,8530,null,8530,null,8530,13692,18,6,N/A,5
Loose Cannons,tt0100053,94,English,USA,09 Feb 1990,release_countrytt0100053,budget,Action| Comedy| Crime,1990,3740,Bob Clark,134493,null,8530,null,8530,null,8530,null,8530,95476,79,3,TriStar Pictures,5
Last Girl Standing,tt4520340,91,English| Spanish,USA,17 Oct 2015,release_countrytt4520340,budget,Drama| Horror,2015,789,Benjamin R. Moody,0,null,8530,null,8530,null,8530,null,8530,17043,35,3,N/A,5
Blankman,tt0109288,92,English,USA,19 Aug 1994,release_countrytt0109288,budget,Comedy| Action| Crime,1994,7044,Mike Binder,406,null,8530,null,8530,null,8530,null,8530,78867,401,16,Sony Pictures Home Entertainment,5
The Snare,tt2935390,90,English,UK,06 Jan 2017,release_countrytt2935390,budget,Horror| Thriller,2017,3818,C.A. Cooper,4687,null,8530,null,8530,null,8530,null,8530,419815,582,83,Bohemian Pictures,5
All Through the House,tt4278962,88,English,USA,31 Oct 2015,release_countrytt4278962,budget,Horror,2015,1346,Todd Nunes,0,null,8530,null,8530,null,8530,null,8530,25288,15,3,The Readmond Company,5
A 2nd Chance,tt2150139,90,English,Australia,01 Sep 2015,release_countrytt2150139,budget,Drama| Family| Sport,2011,500,Clay Glen,1631,null,8530,null,8530,null,8530,null,8530,260027,0,0,WARNER BROTHERS PICTURES,5
By the Gun,tt2543702,110,English,USA,05 Dec 2014,release_countrytt2543702,budget,Crime| Drama| Thriller,2014,2330,James Mottern,525,null,8530,null,8530,null,8530,null,8530,0,0,0,Millennium Entertainment,5
The Hollow,tt3827684,128,English,USA,07 Oct 2016,release_countrytt3827684,budget,Crime| Drama| Mystery,2016,556,Miles Doleac,0,null,8530,null,8530,null,8530,null,8530,1378324,6497,281,Historia Films,5
Lost After Dark,tt3397556,89,English,Canada,21 Aug 2015,release_countrytt3397556,budget,Horror,2015,1426,Ian Kessner,0,null,8530,null,8530,null,8530,null,8530,222708,604,168,N/A,5
A Glimpse Inside the Mind of Charles Swan III,tt2044729,86,English| Russian| Spanish,USA,14 Mar 2013,release_countrytt2044729,budget,Comedy,2012,4287,Roman Coppola,1020,null,8530,null,8530,null,8530,null,8530,492463,1276,154,Swan Design Studios,5
Always Watching: A Marble Hornets Story,tt2737926,92,English,USA,07 Apr 2015,release_countrytt2737926,budget,Horror,2015,2042,James Moran,1019,null,8530,null,8530,null,8530,null,8530,726452,1692,151,Gravitas Ventures,5
Black Mountain Side,tt3139756,99,English,Canada,26 Jan 2016,release_countrytt3139756,budget,Horror| Thriller,2014,1348,Nick Szostakiwskyj,0,null,8530,null,8530,null,8530,null,8530,207385,187,39,A Farewell To Kings Entertainment Company,5
Kull the Conqueror,tt0119484,95,English,USA,29 Aug 1997,release_countrytt0119484,budget,Fantasy| Action| Adventure,1997,6889,John Nicolella,22,null,8530,null,8530,null,8530,null,8530,364955,238,27,Universal Pictures,5
Bed of the Dead,tt4730706,88,English,Canada,03 Dec 2016,release_countrytt4730706,budget,Horror,2016,278,Jeff Maher,583,null,8530,null,8530,null,8530,null,8530,2970,118,2,Black Fawn Films,5
Labor Pains,tt1231287,89,English,USA,19 Jun 2009,release_countrytt1231287,budget,Comedy| Romance,2009,9391,Lara Shapiro,26,null,8530,null,8530,null,8530,null,8530,127189,614,30,Labor Productions Inc.,5
Dark Touch,tt2328549,90,English,France| Ireland| Sweden,19 Mar 2014,release_countrytt2328549,budget,Horror,2013,3598,Marina de Van,2812,null,8530,null,8530,null,8530,null,8530,1626468,3741,284,IFC Midnight,5
The Return,tt0433442,85,English,USA,10 Nov 2006,release_countrytt0433442,budget,Horror| Mystery| Thriller,2006,10330,Asif Kapadia,3496,null,8530,null,8530,null,8530,null,8530,14640348,72595,4993,Focus Features,5
The Seeker: The Dark Is Rising,tt0484562,99,English,USA,05 Oct 2007,release_countrytt0484562,budget,Adventure| Drama| Family,2007,13689,David L. Cunningham,398,null,8530,null,8530,null,8530,null,8530,305819,389,30,E1 Entertainment,5
The Dead Room,tt3952108,80,English,New Zealand,08 Apr 2016,release_countrytt3952108,budget,Horror| Thriller,2015,2265,Jason Stutter,28,null,8530,null,8530,null,8530,null,8530,71889,125,54,N/A,5
Descent,tt0463027,104,English| Spanish,USA,26 Apr 2007,release_countrytt0463027,budget,Drama| Thriller,2007,2682,Talia Lugacy,0,null,8530,null,8530,null,8530,null,8530,2864965,87247,7667,City Lights Pictures,5
