The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,tt1498870,http://www.imdb.com/title/tt1498870/?ref_=fn_tt_tt_1,82 min,English,USA,08 Jun 2010,release_countrytt1498870,1300000,Comedy,masturbation|porn actor in mainstream movie|sex|spoof|virginity,2010,5|791,Craig Moss,135,Bryan Callen,29784,Jessica Lee,6303,J. Chris Newberg,4795,Steven Sims,28011,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Fox,3
Forget Me Not,tt1147684,http://www.imdb.com/title/tt1147684/?ref_=fn_tt_tt_1,103 min,English,USA,03 Aug 2011,release_countrytt1147684,1300000,Horror| Romance| Thriller,,2009,5|177,Tyler Oliver,31,Carly Schroeder,3086,Cody Linley,128251,Micah Alberti,607,Brie Gabrielle,348,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Phase 4 Films,6
Rebecca,tt0032976,http://www.imdb.com/title/tt0032976/?ref_=fn_tt_tt_1,130 min,English| French,USA,12 Apr 1940,release_countrytt0032976,1288000,Drama| Mystery| Romance,death|estate|housekeeper|love|monte carlo,1940,96|140,Alfred Hitchcock,1863458,Laurence Olivier,38221,Joan Fontaine,10544,George Sanders,3232,Judith Anderson,2084,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,United Artists,9
Friday the 13th Part 2,tt0082418,http://www.imdb.com/title/tt0082418/?ref_=fn_tt_tt_1,87 min,English,USA,01 May 1981,release_countrytt0082418,1250000,Horror| Mystery| Thriller,ice pick|jason voorhees|lake|pitchfork|shack,1981,44|103,Steve Miner,18186,Amy Steel,3905739,John Furey,417,Adrienne King,4163,Kirsten Baker,1374,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Paramount Studios,7
The Lost Weekend,tt0037884,http://www.imdb.com/title/tt0037884/?ref_=fn_tt_tt_1,101 min,English,USA,01 Jan 1946,release_countrytt0037884,1250000,Drama| Film-Noir,addiction|alcoholic|alcoholism|paranoia|suicidal thoughts,1945,27|392,Billy Wilder,42543,Ray Milland,5600,Jane Wyman,3105,Phillip Terry,140,Howard Da Silva,1298,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Paramount Pictures,8
C.H.U.D.,tt0087015,http://www.imdb.com/title/tt0087015/?ref_=fn_tt_tt_1,88 min,English,USA,31 Aug 1984,release_countrytt0087015,1250000,Horror| Sci-Fi,bum|city|mutant|new york city|street,1984,8|241,Douglas Cheek,6039,John Heard,1482,Daniel Stern,160377,Christopher Curry,238,Kim Greist,191,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Media Home Entertainment,6
Filly Brown,tt1869425,http://www.imdb.com/title/tt1869425/?ref_=fn_tt_tt_1,80 min,English,USA,19 Apr 2013,release_countrytt1869425,427000,Drama| Music,,2012,964,Youssef Delara| Michael D. Olmos,89,Gina Rodriguez,246072,Khool-Aid Rios,0,Jenni Rivera,6618691,Lou Diamond Phillips,26391,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Indomina Media Inc.,6
The Lion of Judah,tt1212022,http://www.imdb.com/title/tt1212022/?ref_=fn_tt_tt_1,87 min,English,USA,07 Jun 2011,release_countrytt1212022,15000000,Animation,animal|donkey|lamb|pig|rooster,2011,481,Deryck Broom| Roger Hawkins(co-director),0,Ernest Borgnine,16761,Anupam Kher,1151678,Sandi Patty,349162,Michael Madsen,227969,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Rocky Mountain Pictures,4
Niagara,tt0046126,http://www.imdb.com/title/tt0046126/?ref_=fn_tt_tt_1,92 min,English,USA,01 Feb 1953,release_countrytt0046126,1250000,Film-Noir| Thriller,hitchcockian|husband murders wife|murder|niagara falls|overhead shot,1953,11|986,Henry Hathaway,326,Marilyn Monroe,14545508,Joseph Cotten,4790,Jean Peters,4269,Max Showalter,233,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Fox,8
How Green Was My Valley,tt0033729,http://www.imdb.com/title/tt0033729/?ref_=fn_tt_tt_1,118 min,English| Welsh,USA,09 Apr 1942,release_countrytt0033729,1250000,Drama| Family,coal mine|girl|school|village|wales,1941,17|134,John Ford,22525,Walter Pidgeon,633,Maureen O*Hara,113205,Anna Lee,1072979,Donald Crisp,198,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Twentieth Century Fox Home Entertainment,8
Da Sweet Blood of Jesus,tt3104930,http://www.imdb.com/title/tt3104930/?ref_=fn_tt_tt_1,123 min,English,USA,13 Jan 2015,release_countrytt3104930,1420000,Comedy| Romance| Thriller,horror movie remake|remake|undead|undead sex|undead sexuality,2014,979,Spike Lee,762167,Stephen Tyrone Williams,23,Zaraah Abrahams,173,Rami Malek,261685,Elvis Nolasco,3616,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Gravitas Ventures,4
Saw,tt0387564,http://www.imdb.com/title/tt0387564/?ref_=fn_tt_tt_1,103 min,English,USA,29 Oct 2004,release_countrytt0387564,1200000,Horror| Mystery| Thriller,chained|flashback|killer|serial killer|surprise ending,2004,320|986,James Wan,3661422,Leigh Whannell,15421,Cary Elwes,165338,Danny Glover,198549,Ken Leung,1877,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Lions Gate Films,8
Super Troopers,tt0247745,http://www.imdb.com/title/tt0247745/?ref_=fn_tt_tt_1,100 min,English| German| French,USA,15 Feb 2002,release_countrytt0247745,1200000,Comedy| Crime| Mystery,drugs|highway|police|state trooper|vermont,2001,80|832,Jay Chandrasekhar,21411,André Vippolis,0,Joey Kern,891,Geoffrey Arend,914,Erik Stolhanske,74812,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Fox Searchlight,8
The Algerian,tt1681370,http://www.imdb.com/title/tt1681370/?ref_=fn_tt_tt_1,99 min,English,USA| Algeria,07 Aug 2015,release_countrytt1681370,1300000,Action| Romance| Thriller,algeria|algerian|los angeles california|muslim,2014,112,Giovanni Zelko,0,Ben Youcef,1104,Candice Coke,14,Harry Lennix,7026,Tara Holt,26432,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Hannover House,7
The Amazing Catfish,tt2414046,http://www.imdb.com/title/tt2414046/?ref_=fn_tt_tt_1,89 min,Spanish,Mexico| France,28 May 2014,release_countrytt2414046,1300000,Comedy| Drama,actress shares first name with character|appendicitis|hospital|loss of mother|supermarket,2013,1|389,Claudia Sainte-Luce,137,Lisa Owen,1208,Ximena Ayala,2817,Sonia Franco,1123,Wendy Guillén,75,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Strand Releasing,7
The Day the Earth Stood Still,tt0970416,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,104 min,English| Mandarin,USA| Canada,12 Dec 2008,release_countrytt0970416,80000000,Drama| Sci-Fi| Thriller,alien|earth|giant robot|military|scientist,2008,146|579,Scott Derrickson,12732,Keanu Reeves,873107,Jennifer Connelly,181360,Kathy Bates,52094,Jaden Smith,10423925,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,20th Century Fox,6
Monsoon Wedding,tt0265343,http://www.imdb.com/title/tt0265343/?ref_=fn_tt_tt_1,114 min,Hindi| English,India| USA| Italy| Germany| France| UK,26 Apr 2002,release_countrytt0265343,7000000,Comedy| Drama| Romance,arranged marriage|bride|celebration|marriage|wedding,2001,20|762,Mira Nair,23536,Naseeruddin Shah,265333,Lillete Dubey,8503,Shefali Shetty,75,Vijay Raaz,16254,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,USA Films,8
You Can Count on Me,tt0203230,http://www.imdb.com/title/tt0203230/?ref_=fn_tt_tt_1,111 min,English,USA,22 Dec 2000,release_countrytt0203230,1200000,Drama,bank|car accident|cheating husband|new york|single mother,2000,24|336,Kenneth Lonergan,686,Laura Linney,26355,Mark Ruffalo,3326939,Matthew Broderick,20160,Rory Culkin,5611,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,TSG Pictures,8
The Trouble with Harry,tt0048750,http://www.imdb.com/title/tt0048750/?ref_=fn_tt_tt_1,99 min,English,USA,03 Oct 1955,release_countrytt0048750,1200000,Comedy| Mystery,artist|death|hunting|sheriff|vermont,1955,27|117,Alfred Hitchcock,1863458,Edmund Gwenn,358,John Forsythe,1139,Mildred Natwick,215,Mildred Dunnock,33,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,MCA Universal Home Video,8
Lucky Number Slevin,tt0425210,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,110 min,English,Germany| USA,07 Apr 2006,release_countrytt0425210,27000000,Crime| Drama| Mystery,coroner|death|gay son|love|mistaken identity,2006,275|667,Paul McGuigan,2261,Josh Hartnett,134034,Bruce Willis,2245057,Lucy Liu,1201449,Morgan Freeman,18404996,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,8
But I*m a Cheerleader,tt0179116,http://www.imdb.com/title/tt0179116/?ref_=fn_tt_tt_1,85 min,English,USA,11 Aug 2000,release_countrytt0179116,1200000,Comedy| Drama| Romance,cheerleader|gay|homosexual|lesbian|lesbian relationship,1999,21|276,Jamie Babbit,570,Natasha Lyonne,666750,Michelle Williams,1292839,Brandt Wille,36031,Bud Cort,2435,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Lions Gate Films,7
Home Run,tt2051894,http://www.imdb.com/title/tt2051894/?ref_=fn_tt_tt_1,113 min,English,USA,19 Apr 2013,release_countrytt2051894,1200000,Drama| Sport,addiction|alcoholic|baseball|car accident|reference to god,2013,2|573,David Boyd,36634,Scott Elrod,13402,Dorian Brown Pham,0,Charles Henry Wyson,20,James Devoti,14152,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Samuel Goldwyn Films,6
Reservoir Dogs,tt0105236,http://www.imdb.com/title/tt0105236/?ref_=fn_tt_tt_1,99 min,English,USA,02 Sep 1992,release_countrytt0105236,1200000,Crime| Drama| Thriller,gang|heist|heist gone wrong|nonlinear timeline|robbery,1992,731|943,Quentin Tarantino,1031418,Harvey Keitel,70944,Tim Roth,31991,Michael Madsen,227969,Chris Penn,5129,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Miramax Films,9
The Blue Bird,tt0032264,http://www.imdb.com/title/tt0032264/?ref_=fn_tt_tt_1,88 min,English,USA,15 Jan 1940,release_countrytt0032264,,Drama| Family| Fantasy,1800s|bird|blue bird of happiness|foreign language adaptation|past,1940,1|173,Walter Lang,493,Shirley Temple,65820,Spring Byington,164,Nigel Bruce,1799,Gale Sondergaard,142,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Twentieth Century Fox,7
The Second Mother,tt3742378,http://www.imdb.com/title/tt3742378/?ref_=fn_tt_tt_1,112 min,Portuguese,Brazil,28 Aug 2015,release_countrytt3742378,4000000,Comedy| Drama,brazil|exam|housekeeper|northeast region of brazil|portuguese language,2015,8|999,Anna Muylaert,486,Regina Casé,3408308,Michel Joelsas,1015,Camila MArdila,23,Karine Teles,287,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Oscilloscope Laboratories,8
Blue Like Jazz,tt1758575,http://www.imdb.com/title/tt1758575/?ref_=fn_tt_tt_1,108 min,English,USA,13 Apr 2012,release_countrytt1758575,1200000,Comedy| Drama,church|college|color in title|philosophy|texas,2012,2|688,Steve Taylor,13926,Marshall Allman,22071,Claire Holt,1889273,Tania Raymonde,16222,Justin Welborn,86,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Roadside Attractions,6
Down and Out with the Dolls,tt0283323,http://www.imdb.com/title/tt0283323/?ref_=fn_tt_tt_1,88 min,English,USA,21 Mar 2003,release_countrytt0283323,1200000,Comedy| Music,female bassist|female drummer|female guitarist|female singer|portland oregon,2001,90,Kurt Voss,905,Zoë Poledouris,71,Kinnie Starr,7697,Nicole Barrett,3618,Melody Moore,2498,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Indican Pictures,7
Certifiably Jonathan,tt0976025,http://www.imdb.com/title/tt0976025/?ref_=fn_tt_tt_1,85 min,English,USA,11 Feb 2011,release_countrytt0976025,1200000,Documentary| Comedy,las vegas nevada|museum|reference to mr. rogers|reference to vincent van gogh|talking about suicide,2007,139,James David Pasternak,0,Jonathan Winters,117448,Robin Williams,107385,Howie Mandel,718501,Nora Dunn,228,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,WARNER BROTHERS PICTURES,7
Q,tt1879030,http://www.imdb.com/title/tt1879030/?ref_=fn_tt_tt_1,103 min,French,France,14 Sep 2011,release_countrytt1879030,1500000,Drama,female explicit nudity|hand job|oral sex|penetration|unsimulated sex,2011,4|601,Laurent Bouhnik,998,Déborah Révy,2134,Hélène Zimmer,1580,Gowan Didi,312,Johnny Amaro,94,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,6
The Knife of Don Juan,tt1349485,http://www.imdb.com/title/tt1349485/?ref_=fn_tt_tt_1,99 min,Spanish,USA| Peru,24 Sep 2015,release_countrytt1349485,1200000,Comedy| Drama,,2013,31,Tom Sanchez,657,Juan Carlos Montoya,10360,Rodrigo Viaggio,2004,Irma Maury,1506,Antonio Arrué,736,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,8
Grand Theft Parsons,tt0338075,http://www.imdb.com/title/tt0338075/?ref_=fn_tt_tt_1,88 min,English,USA| UK,18 Jun 2004,release_countrytt0338075,,Adventure| Comedy| Drama,guitar|hearse|manager|musician|singer,2003,3|046,David Caffrey,759,Jamie McShane,5,Johnny Knoxville,4551424,Danielle Sapia,1,Gabriel Macht,140017,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Redbus Film Distribution,7
Extreme Movie,tt0806147,http://www.imdb.com/title/tt0806147/?ref_=fn_tt_tt_1,86 min,English,USA,29 Jul 2009,release_countrytt0806147,,Comedy,box office flop|female frontal nudity|pink bra and panties|red bra and panties|sex,2008,9|800,Adam Jay Epstein| Andrew Jacobson,163,Patrick J. Adams,41621,Denise Boutte,2699,Brian Burt,2969,Michael Cera,217115,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Dimension Films/The Weinstein Company,4
The Charge of the Light Brigade,tt0027438,http://www.imdb.com/title/tt0027438/?ref_=fn_tt_tt_1,115 min,English,USA,20 Oct 1936,release_countrytt0027438,1200000,Action| Adventure| Romance,attack|fort|india|lancer|massacre,1936,3|654,Michael Curtiz,6109,Errol Flynn,14423,Olivia de Havilland,36102,Patric Knowles,63,Henry Stephenson,119,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,WARNER BROTHERS PICTURES,8
Below Zero,tt1641388,http://www.imdb.com/title/tt1641388/?ref_=fn_tt_tt_1,99 min,English,Canada,19 Nov 2012,release_countrytt1641388,1200000,Thriller,,2011,690,Justin Thomas Ostensen,0,Edward Furlong,14336,Michael Berryman,7732,Kristin Booth,1137,Michael Eisner,796,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Screen Media Ventures,5
Crowsnest,tt2180333,http://www.imdb.com/title/tt2180333/?ref_=fn_tt_tt_1,84 min,English,Canada,07 Sep 2012,release_countrytt2180333,1200000,Horror| Mystery| Thriller,forest|found footage|lost|murder|road trip,2012,1|403,Brenton Spencer,157,Mittita Barber,0,Aslam Husain,451,Victor Zinck Jr.,1958,Chelsey Reist,10892,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,IFC Films,4
Airborne,tt0106233,http://www.imdb.com/title/tt0106233/?ref_=fn_tt_tt_1,91 min,English,USA,17 Sep 1993,release_countrytt0106233,2600000,Adventure| Comedy| Sport,cincinnati ohio|high school|hockey|jock strap|zoologist,1993,5|376,Rob Bowman,182,Shane McDermott,335,Seth Green,938571,Brittney Powell,739,Chris Conrad,1947,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Warner Bros.,7
Cotton Comes to Harlem,tt0065579,http://www.imdb.com/title/tt0065579/?ref_=fn_tt_tt_1,97 min,English,USA,27 May 1970,release_countrytt0065579,1200000,Action| Comedy,black cop|chase|cotton|four word title|new york city,1970,1|307,Ossie Davis,5540,Godfrey Cambridge,233,Raymond St. Jacques,93,Calvin Lockhart,642,Judy Pace,417,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,MGM,7
The Wicked Within,tt1943014,http://www.imdb.com/title/tt1943014/?ref_=fn_tt_tt_1,91 min,English,USA,16 Oct 2015,release_countrytt1943014,1200000,Horror,after dark horrorfest,2015,1|000,Jay Alaimo,37,Sienna Guillory,15865,Gianni Capaldi,21143,Enzo Cilenti,141,Michele Hicks,254,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,High Five Films,5
Bleeding Hearts,tt2622294,http://www.imdb.com/title/tt2622294/?ref_=fn_tt_tt_1,100 min,English,USA,03 Feb 2015,release_countrytt2622294,1200000,Horror,bare breasts|bra and panties|nudity|syringe,2015,87,Dylan Bank,136,Robert Loggia,3642,Charles Durning,2575,Tony Todd,12808,Dustin Diamond,29084,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,5
Waiting...,tt0348333,http://www.imdb.com/title/tt0348333/?ref_=fn_tt_tt_1,94 min,English| German,USA,07 Oct 2005,release_countrytt0348333,3000000,Comedy,cook|dishwasher|flashing|male frontal nudity|waiter,2005,79|464,Rob McKittrick,26,Ryan Reynolds,3711858,Anna Faris,198255,Justin Long,55536,David Koechner,51310,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Lions Gate,7
Dead Man*s Shoes,tt0419677,http://www.imdb.com/title/tt0419677/?ref_=fn_tt_tt_1,90 min,English,UK,01 Oct 2004,release_countrytt0419677,695393,Crime| Drama| Thriller,anger|army veteran|independent film|revenge|sex scene,2004,42|603,Shane Meadows,11201,Paddy Considine,7069,Gary Stretch,268,Toby Kebbell,11795,Stuart Wolfenden,317,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Magnolia,8
From a Whisper to a Scream,tt0091671,http://www.imdb.com/title/tt0091671/?ref_=fn_tt_tt_1,99 min,English,USA,04 Sep 1987,release_countrytt0091671,1100000,Action| Drama| Horror,bathtub|cult film|neck breaking|tennessee|wraparound story,1987,1|481,Jeff Burr,5870,Vincent Price,243564,Clu Gulager,1066,Terry Kiser,804,Harry Caesar,28,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Conquest Entertainment,6
Sex with Strangers,tt0304692,http://www.imdb.com/title/tt0304692/?ref_=fn_tt_tt_1,105 min,English,USA,22 Feb 2002,release_countrytt0304692,,Documentary| Drama,bisexual|explicit sex|sex|stranger|swing,2002,306,Harry Gantz| Joe Gantz,14,N/A,0,Clu Gulager,1066,Terry Kiser,804,Harry Caesar,28,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,View Film,5
Dracula: Pages from a Virgin*s Diary,tt0293113,http://www.imdb.com/title/tt0293113/?ref_=fn_tt_tt_1,73 min,English,Canada,12 Dec 2003,release_countrytt0293113,1600000,Comedy| Horror| Musical,ballet|cult film|dance|dracula|gothic,2002,1|638,Guy Maddin,4761,Wei-Qiang Zhang,0,Tara Birtwhistle,0,David Moroni,5,CindyMarie Small,0,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Zeitgeist Film,7
Faith Like Potatoes,tt0850667,http://www.imdb.com/title/tt0850667/?ref_=fn_tt_tt_1,116 min,Zulu| English,South Africa,27 Oct 2006,release_countrytt0850667,10000000,Drama,food|food in title|potato,2006,2|294,Regardt van den Bergh,455,Frank Rautenbach,1904,Jeanne Neilson,0,Hamilton Dlamini,0,Candice D*Arcy,43,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,SPE Aquisitions,7
Beyond the Black Rainbow,tt1534085,http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1,110 min,English,Canada,22 Apr 2011,release_countrytt1534085,1100000,Sci-Fi| Thriller,exploitation|four word title|hallucinogen|lynchian|telepathy,2010,7|645,Panos Cosmatos,0,Michael Rogers,5668,Eva Bourne,1066,Scott Hylands,64,Rondel Reynoldson,0,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Magnolia Pictures,6
The Raid: Redemption,tt1899353,http://www.imdb.com/title/tt1899353/?ref_=fn_tt_tt_1,101 min,Indonesian,Indonesia| France| USA,13 Apr 2012,release_countrytt1899353,1100000,Action| Crime| Thriller,apartment|drug lord|gangster|police|swat team,2011,160|496,Gareth Evans,43404,Iko Uwais,35061,Joe Taslim,130937,Donny Alamsyah,4713,Yayan Ruhian,17780,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Sony Pictures Classics,8
The Dead Undead,tt0923653,http://www.imdb.com/title/tt0923653/?ref_=fn_tt_tt_1,90 min,English,USA,13 May 2010,release_countrytt0923653,1100000,Action| Horror| Sci-Fi,flashback|immortality|rural setting|vampire|zombie,2010,762,Matthew R. Anderson| Edward Conna,31,Luke Goss,107139,Matthew R. Anderson,3,Spice Williams-Crosby,4775,Luke LaFontaine,0,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Phase 4 Films,3
The Vatican Exorcisms,tt3043194,http://www.imdb.com/title/tt3043194/?ref_=fn_tt_tt_1,76 min,English| Italian,Italy,14 Aug 2013,release_countrytt3043194,1100000,Horror,,2013,377,Joe Marino,1772,Piero Maggiò,2239,Joe Marino,1772,Anella Vastola,0,Luke LaFontaine,0,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,N/A,3
Casablanca,tt0034583,http://www.imdb.com/title/tt0034583/?ref_=fn_tt_tt_1,102 min,English| French| German| Italian,USA,23 Jan 1943,release_countrytt0034583,950000,Drama| Romance| War,american expatriate|casablanca morocco|gestapo|police|visa,1942,423|048,Michael Curtiz,6109,Humphrey Bogart,464921,Ingrid Bergman,59939,Paul Henreid,4466,Claude Rains,4352,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Warner Bros. Pictures,9
Lake Mungo,tt0816556,http://www.imdb.com/title/tt0816556/?ref_=fn_tt_tt_1,87 min,English,Australia,29 Jan 2010,release_countrytt0816556,1400000,Drama| Horror| Mystery,ghost|lake|parapsychologist|psychic|secret,2008,10|905,Joel Anderson,7712,Rosie Traynor,0,David Pledger,28,Martin Sharpe,4827,Talia Zucker,77,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,After Dark Films,7
Rocket Singh: Salesman of the Year,tt1434447,http://www.imdb.com/title/tt1434447/?ref_=fn_tt_tt_1,150 min,Hindi,India,11 Dec 2009,release_countrytt1434447,,Comedy| Drama,boss|computer|honesty|sales|salesman,2009,13|632,Shimit Amin,1354,Ranbir Kapoor,3893803,Prem Chopra,5702,Gauhar Khan,177962,Mukesh Bhatt,7572,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Yash Raj Films,8
Silent Running,tt0067756,http://www.imdb.com/title/tt0067756/?ref_=fn_tt_tt_1,89 min,English,USA,10 Mar 1972,release_countrytt0067756,1000000,Drama| Sci-Fi,forest|greenhouse|plant|robot|space,1972,22|472,Douglas Trumbull,1634,Bruce Dern,6489,Cliff Potts,25,Ron Rifkin,1786,Jesse Vint,5096,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,MCA Universal Home Video,7
Rocky,tt0075148,http://www.imdb.com/title/tt0075148/?ref_=fn_tt_tt_1,120 min,English,USA,03 Dec 1976,release_countrytt0075148,960000,Drama| Sport,boxer|hometown hero|philadelphia pennsylvania|protective male|training,1976,416|632,John G. Avildsen,1818,Sylvester Stallone,6020513,Talia Shire,6982,Burt Young,92323,Carl Weathers,20168,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,United Artists,9
The Sleepwalker,tt2723576,http://www.imdb.com/title/tt2723576/?ref_=fn_tt_tt_1,91 min,English,Norway| USA,21 Nov 2014,release_countrytt2723576,1100000,Drama,female nudity|male nudity|male rear nudity|nudity,2014,585,Mona Fastvold,7,Gitte Witt,1,Christopher Abbott,9994,Stephanie Ellis,1228,Brady Corbet,2155,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,IFC Films,5
The Fog,tt0080749,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,89 min,English,USA,08 Feb 1980,release_countrytt0080749,1000000,Horror| Thriller,california|fog|leper|lighthouse|ship,1980,50|318,John Carpenter,283827,Adrienne Barbeau,10026,Jamie Lee Curtis,220041,Janet Leigh,14287,John Houseman,7844,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,AVCO Embassy Pictures,7
Tom Jones,tt0057590,http://www.imdb.com/title/tt0057590/?ref_=fn_tt_tt_1,128 min,English,UK,11 Dec 1963,release_countrytt0057590,1000000,Adventure| Comedy| History,18th century|rags to riches|secret letter|squire|tutor,1963,9|136,Tony Richardson,1146,George Devine,412,Rachel Kempson,32,Angela Baddeley,56,Joyce Redman,19,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Woodfall Film Productions,7
Unfriended,tt3713166,http://www.imdb.com/title/tt3713166/?ref_=fn_tt_tt_1,83 min,English,USA,17 Apr 2015,release_countrytt3713166,1000000,Drama| Horror| Mystery,blender|computer screen|secret|skype|webcam,2014,52|443,Levan Gabriadze,122,Heather Sossaman,5296,Matthew Bohrer,0,Courtney Halverson,1563,Shelley Hennig,55455,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Universal Pictures,6
Taxi Driver,tt0075314,http://www.imdb.com/title/tt0075314/?ref_=fn_tt_tt_1,113 min,English| Spanish,USA,08 Feb 1976,release_countrytt0075314,1300000,Crime| Drama,loner|neo noir|night shift|taxi driver|vigilante,1976,561|572,Martin Scorsese,1693581,Diahnne Abbott,85,Frank Adu,284,Victor Argo,410410,Gino Ardito,0,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Columbia Pictures,9
The Howling,tt0082533,http://www.imdb.com/title/tt0082533/?ref_=fn_tt_tt_1,91 min,English| Spanish,USA,10 Apr 1981,release_countrytt0082533,1000000,Horror,1980s|forest|lycanthrope|shapeshifting|werewolf transformation,1981,24|589,Joe Dante,12381,Dee Wallace,8625,Patrick Macnee,2538,Dennis Dugan,839,Christopher Stone,12115,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,MGM Home Entertainment,7
Dr. No,tt0055928,http://www.imdb.com/title/tt0055928/?ref_=fn_tt_tt_1,110 min,English| French,UK| Jamaica,07 Oct 1962,release_countrytt0055928,1100000,Action| Adventure| Thriller,british secret service|hand to hand combat|murder|official james bond series|terrorist plot,1962,123|664,Terence Young,261141,Sean Connery,1299691,Ursula Andress,20906,Joseph Wiseman,158,Jack Lord,64269,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,United Artists,8
Chernobyl Diaries,tt1991245,http://www.imdb.com/title/tt1991245/?ref_=fn_tt_tt_1,86 min,English,USA,25 May 2012,release_countrytt1991245,1000000,Horror| Mystery| Thriller,abandoned building|chernobyl disaster|exploration|tour guide|van,2012,55|496,Bradley Parker,992,Ingrid Bolsø Berdal,3950,Dimitri Diatchenko,53,Olivia Taylor Dudley,12277,Devin Kelley,1859,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,Warner Bros. Pictures,5
Hellraiser,tt0093177,http://www.imdb.com/title/tt0093177/?ref_=fn_tt_tt_1,94 min,English,UK,18 Sep 1987,release_countrytt0093177,1000000,Horror| Thriller,blood|cenobites|creature|demon|male full frontal nudity,1987,82|839,Clive Barker,263151,Andrew Robinson,9411,Clare Higgins,131,Ashley Laurence,183,Sean Chapman,99988,movie_trailer_views,movie_trailer_likes,movie_trailer_unlikes,New World Video,7
